1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	5
41	12
42	10
43	4
44	6
45	7
46	7
47	4
48	9
49	5
50	9
51	7
52	6
53	8
54	3
55	2
56	2
57	1
58	1
59	3
60	1
61	4
62	1
63	0
64	3
65	27
66	95
67	605
68	4218
69	4519
70	4599
71	4830
72	4949
73	5487
74	14815
75	108257
76	109725
77	112359
78	113506
79	114454
80	115076
81	114451
82	113031
83	109240
84	106878
85	105231
86	105415
87	106620
88	108692
89	108858
90	109762
91	108808
92	107077
93	105646
94	102537
95	100137
96	99874
97	99036
98	100041
99	101518
100	101872
101	102146
102	100633
103	99571
104	96986
105	95494
106	94013
107	92802
108	92307
109	93795
110	93581
111	95189
112	93464
113	93000
114	90940
115	89921
116	87591
117	85687
118	85322
119	85248
120	85727
121	86944
122	86868
123	85879
124	84474
125	82564
126	80916
127	79674
128	78011
129	78332
130	77880
131	78907
132	78911
133	78635
134	77129
135	75496
136	74149
137	73397
138	71938
139	71773
140	71335
141	71693
142	71284
143	70556
144	71086
145	70520
146	68872
147	68041
148	65892
149	65501
150	64888
151	65104
152	65187
153	64661
154	64324
155	63978
156	62651
157	61421
158	60804
159	59445
160	59876
161	58929
162	58919
163	58622
164	58695
165	58449
166	57186
167	56168
168	55153
169	54605
170	53534
171	54141
172	53038
173	53371
174	53384
175	52780
176	52061
177	51219
178	50150
179	49527
180	49260
181	48111
182	48253
183	47394
184	47218
185	47258
186	46604
187	46886
188	45403
189	44947
190	44403
191	43957
192	43635
193	43149
194	42851
195	42451
196	42033
197	41937
198	41240
199	40747
200	39744
201	39787
202	39387
203	39352
204	38391
205	38442
206	38076
207	37459
208	37244
209	36446
210	36448
211	35262
212	35712
213	34901
214	34677
215	34353
216	34410
217	33515
218	33552
219	33193
220	33095
221	32702
222	31896
223	31411
224	31300
225	31129
226	30918
227	30501
228	30294
229	29888
230	29469
231	29039
232	28897
233	28406
234	27945
235	27786
236	27126
237	27438
238	27077
