8064282	9550920
5024256	3137605
7320392	903010
8695675	3490939
1961412	3771248
10435511	8471763
4828703	309422
9607765	1698873
8449082	3737040
5941947	810226
5523222	8703416
1347299	4469955
2360386	1827792
7870410	1866984
10376418	2554708
100054	3279223
3263974	8912966
6562012	2233263
3321371	9309974
4872172	5103516
10817989	4984570
6345388	48
8767620	3462747
7697816	1182423
6814828	2253277
10371136	4235037
8934539	5105165
9681418	4724272
6805660	10832639
7521804	10135074
1584494	7597362
284510	89
10494475	4171196
10836594	4105184
6008335	1018642
8118470	2264782
7480931	1637033
6473521	839919
2728065	9055373
7938014	2046684
2824917	5348148
10586750	4741304
458168	5427739
2243372	5244353
638355	6489889
140	2103942
8872713	3022417
8667934	7988942
2927292	2865567
9905582	1488085
9713083	9008160
9517483	6361014
3981294	5280059
2118349	1973107
5833188	8412566
4794317	321029
7836839	4089227
10459195	7201250
10068932	4383208
9009870	4590978
290669	10756402
6811872	7687298
985580	1857350
5860778	898415
5084632	624785
126281	7144696
6131357	6837171
1694704	3444794
4397063	9417867
7380591	6210501
10527724	6051065
2805582	9046346
7243916	10355479
3796111	6233933
7220480	843958
5907168	1299769
8387425	3845106
10143491	5086416
1498749	6589845
677020	2744905
9075449	226
1556065	7961607
3483334	8306454
9509308	8108664
7767724	7536540
10449305	2549958
5587381	1767211
9278566	5665784
6656793	10049926
169343	6176107
6748430	265
2795792	9435167
2820887	8542862
6083910	8838330
9573386	4534853
5848197	41812
6677589	359330
800501	7825619
7696116	7167986
10058162	8890610
2070262	9779782
6306830	7137575
1284360	1477048
1977942	9663422
4892562	245534
2512772	7554122
7294140	2462007
4822365	4771789
10081381	4365388
509844	5197112
9404060	10039613
5722010	7498081
801040	1967590
818460	5929587
332	6747735
8775240	6105237
2255063	10832579
3750474	10290392
7200700	6883263
4766589	9732769
9435711	4338354
3133638	2455760
3084490	1015667
8935124	452485
59718	5909437
10424795	5675803
989091	7406070
10188843	2491001
8725225	3502557
8260451	9428046
3908921	9031478
9225480	1471829
9982209	4089806
654185	2725276
4034128	383
10143830	4747783
4669851	3501081
10668290	8563267
389	7386355
4044138	3561563
3760438	319529
3847451	8776710
2572379	7285675
3803762	8948835
2666906	4821954
10646494	2100741
1211768	1356384
773348	5757640
3355031	6411215
3532853	6598324
4304560	10147783
500443	2490758
8669349	4353815
9728057	9196496
4975784	8128386
3400509	6548525
10507371	5295320
6884510	1712133
2613307	4177726
1737993	352635
8606318	9927460
4119484	4502715
164053	6361342
1237568	5797912
4235372	2574210
4791198	7860325
159814	6632035
6531802	7270187
1611945	7853308
8642351	4847318
10394663	5407604
9643789	5286002
8688050	10237619
712739	1875787
3317934	4865685
9638801	7976987
10783269	9993290
500	3357562
1451992	3600446
1203133	1396550
10454720	5422525
9186244	3549254
8202791	10445559
10213160	8164494
9777758	2661197
6538764	523288
4034235	530
7746572	2619041
5922073	10738048
10589001	2031492
98392	388390
414917	904658
252945	6260303
