17	23
14	25
23	23
16	35
12	17
17	19
12	34
12	28
28	46
20	36
15	27
11	37
19	21
18	22
13	59
11	28
14	21
22	32
12	30
11	29
12	37
24	27
23	24
11	19
13	47
15	35
21	28
14	44
19	43
28	29
27	33
29	40
32	41
25	26
11	33
25	50
12	48
12	27
20	21
11	27
11	16
16	25
14	38
19	19
14	15
14	64
16	25
21	31
28	32
29	32
15	29
12	16
20	24
14	25
24	29
17	40
14	38
26	27
19	22
24	43
11	37
49	54
13	17
13	28
10	40
59	70
215	801
30	35
18	20
13	30
10	15
16	27
27	53
10	28
12	30
32	35
15	32
60	311
21	28
28	65
25	36
15	19
19	27
32	33
10	25
19	38
16	27
12	33
25	28
21	60
10	34
16	23
20	24
25	128
19	24
13	21
16	27
18	25
33	41
15	37
21	33
13	58
10	35
26	35
16	22
18	63
10	23
14	21
15	35
15	28
12	18
12	52
12	45
14	44
10	24
10	11
12	40
10	12
12	21
22	26
11	24
11	49
16	18
18	23
21	45
13	26
23	46
14	41
21	45
25	31
10	38
17	19
12	31
12	23
10	23
23	32
11	32
32	37
14	35
11	11
29	44
13	14
10	27
19	22
15	24
18	21
15	63
11	20
14	21
25	30
15	40
11	38
18	20
15	17
16	49
16	23
20	36
16	28
14	14
18	31
22	22
10	30
15	28
12	34
26	34
10	11
10	31
11	27
13	36
10	10
12	36
133	570
45	57
17	62
15	20
11	43
13	30
11	61
12	33
12	20
23	24
11	20
15	24
10	25
15	50
15	35
14	36
23	28
11	15
15	15
42	45
21	48
16	48
12	47
15	30
24	26
12	16
14	29
13	23
12	37
11	13
10	60
16	37
30	32
13	21
10	87
10	12
20	21
15	16
23	27
15	33
16	39
13	18
20	21
10	26
17	60
11	34
15	28
37	56
19	23
21	26
27	35
12	36
15	41
15	19
11	17
11	34
16	21
32	35
22	31
14	18
52	117
10	29
681	916
15	17
13	20
13	22
10	19
10	37
13	17
12	21
11	30
12	34
13	31
11	54
16	29
11	30
12	42
24	48
18	27
10	15
11	29
42	42
10	23
10	24
24	31
12	33
16	28
23	37
19	51
11	52
10	40
12	37
10	38
13	39
19	42
14	17
15	32
17	22
17	22
15	22
24	32
13	44
18	45
17	49
25	42
10	34
10	20
43	49
45	52
10	38
16	28
12	44
13	32
15	28
19	23
17	24
12	28
11	14
168	195
85	316
10	35
20	48
17	20
14	15
11	22
23	23
20	164
23	29
32	34
17	19
12	25
14	33
22	24
28	30
12	32
29	298
26	26
20	21
12	25
11	33
18	20
32	35
12	18
13	24
18	46
12	22
12	48
12	25
17	36
17	20
14	34
22	39
19	50
13	38
11	28
13	34
16	652
17	19
11	20
18	38
12	22
10	15
14	21
10	25
10	13
13	23
17	19
11	19
16	43
10	28
15	21
15	23
12	36
35	43
14	15
229	289
15	27
15	20
22	25
12	14
15	42
11	33
16	27
12	18
16	32
22	40
11	23
12	32
25	34
11	39
36	61
23	25
10	30
17	22
25	35
11	14
11	29
26	29
11	28
14	21
15	22
16	34
16	24
10	14
11	54
21	39
67	86
21	45
14	26
33	38
10	17
35	53
11	14
11	23
20	41
17	18
26	32
10	25
13	23
23	50
12	30
19	49
16	17
29	37
12	41
19	21
15	23
34	36
13	39
29	36
17	27
15	44
18	27
12	19
21	30
20	22
11	38
13	22
17	28
62	63
15	16
16	40
20	38
14	26
11	43
15	34
14	15
11	12
15	36
15	22
15	33
13	46
18	22
28	50
11	12
17	28
14	41
16	16
16	39
19	20
16	34
28	68
25	88
37	37
26	56
24	76
10	37
17	26
17	26
11	31
10	29
20	25
13	21
10	26
14	26
14	38
14	42
14	47
18	25
34	54
32	59
43	62
13	18
28	46
10	21
18	33
17	22
11	14
16	17
10	27
14	27
11	33
11	61
11	14
23	36
34	34
15	34
15	33
10	15
65	661
13	14
11	66
39	320
22	43
24	34
16	27
10	11
10	22
11	18
15	39
17	30
14	38
24	27
11	17
12	20
12	29
13	17
102	644
12	24
26	47
11	23
15	46
13	14
17	42
13	20
19	45
12	51
26	27
11	27
13	28
14	39
20	29
17	34
10	38
13	27
14	40
13	25
11	23
14	30
28	30
16	31
15	30
10	28
22	30
23	40
13	25
32	37
21	35
21	29
12	21
33	42
17	58
21	53
21	24
10	48
24	40
22	38
15	41
14	24
18	33
17	48
12	19
11	26
22	32
17	44
14	21
20	51
13	32
12	16
13	22
25	28
12	21
13	49
15	21
20	34
17	37
14	52
27	34
17	46
30	47
10	36
14	45
18	27
12	34
13	24
25	32
11	22
16	18
10	29
56	144
14	36
15	29
11	17
20	36
10	23
12	19
15	32
16	29
27	52
17	17
21	22
23	35
17	28
22	29
11	28
11	15
10	25
14	36
10	44
17	24
14	18
19	40
14	32
23	25
17	40
10	31
17	23
26	42
17	44
17	27
14	33
14	53
18	25
13	15
11	12
31	31
16	26
21	39
37	41
24	27
16	18
39	43
34	36
18	23
15	45
10	27
11	15
10	22
26	29
35	45
13	14
13	31
11	30
11	11
46	53
19	21
18	36
12	43
10	23
10	19
13	32
13	48
12	19
22	24
20	53
29	50
24	36
15	30
28	43
10	100
13	21
12	23
13	20
17	43
10	26
41	70
14	16
20	25
12	48
14	48
27	32
43	57
12	35
14	37
14	17
11	15
14	28
12	68
10	23
19	20
12	30
40	66
12	13
20	31
23	24
24	24
15	46
12	30
10	58
29	33
18	32
22	28
14	22
24	32
46	53
16	23
19	28
12	18
15	42
11	14
20	38
13	104
22	43
11	13
42	44
18	28
15	17
23	48
10	35
11	36
20	26
15	64
20	25
13	14
17	35
10	18
23	33
17	23
16	22
18	27
10	27
18	19
20	33
17	40
15	36
20	21
20	27
33	35
26	28
12	15
13	19
16	16
25	28
14	25
15	21
12	21
12	13
17	31
11	24
22	487
82	206
16	26
17	49
11	55
21	25
12	26
17	29
158	692
11	18
23	94
33	42
26	31
10	17
24	80
13	46
17	36
21	22
15	30
11	28
11	40
23	26
10	35
12	14
11	26
11	17
23	26
11	44
13	22
22	54
17	29
17	21
10	14
34	39
23	28
13	32
22	30
18	28
17	27
15	24
37	44
19	37
10	38
23	33
17	18
10	14
20	20
22	28
14	26
11	19
13	25
16	25
13	32
14	16
65	661
22	26
19	20
13	15
19	24
15	37
13	57
13	27
10	43
16	20
21	34
22	32
17	36
12	12
19	33
12	24
15	31
16	38
20	47
18	22
12	40
17	36
10	15
11	17
15	19
15	39
10	25
13	16
15	40
11	12
10	11
29	35
13	24
14	16
15	18
15	19
12	36
29	31
11	17
45	182
29	44
19	42
17	33
40	86
30	36
12	26
19	27
15	19
11	16
16	19
12	17
15	76
34	37
11	35
16	46
10	20
10	10
14	37
33	34
14	23
33	35
11	27
10	27
11	16
10	15
14	23
16	25
10	23
30	67
12	16
20	22
20	32
10	18
12	37
11	22
14	18
13	22
17	31
21	34
14	18
12	33
11	34
23	69
11	13
18	29
10	31
14	35
136	544
33	43
18	25
26	43
23	25
16	35
20	22
10	43
137	980
37	43
14	28
21	53
10	24
103	182
11	20
12	41
12	43
14	43
20	25
10	40
47	50
23	27
23	44
26	31
11	25
14	28
14	55
12	30
39	47
12	26
22	25
16	38
19	63
15	44
34	39
19	25
22	26
13	34
14	40
30	52
22	23
14	17
19	43
15	22
15	18
25	26
21	62
40	54
13	14
23	24
11	21
13	69
12	21
11	23
18	23
28	43
14	37
15	27
10	14
33	46
12	43
24	38
11	33
17	31
16	28
12	33
17	45
11	15
12	30
20	24
11	40
30	41
11	26
17	19
12	17
19	31
22	31
22	30
23	44
12	34
13	18
15	39
14	15
10	34
19	22
12	15
23	38
13	18
15	42
16	18
11	36
10	47
10	28
14	28
13	35
10	43
36	44
15	51
24	46
14	20
11	35
29	34
10	32
16	65
11	33
10	40
21	26
16	47
17	20
12	32
11	15
13	41
13	17
11	14
19	25
25	29
12	35
25	30
11	16
31	46
66	513
14	25
15	31
13	85
14	42
30	40
11	23
11	32
16	36
10	27
12	30
21	31
11	21
20	29
50	518
19	21
21	24
19	22
24	46
12	29
12	18
20	36
49	383
15	32
13	16
17	44
18	34
23	31
25	30
11	26
12	25
